tweet-avatar-link href,tweet-avatar src,tweet-header-name,tweet-header-handle,tweet-time,tweet-time href,tweet-translate-after,tweet-reply-to,tweet-reply-to 2,tweet-reply-to href,tweet-body-text,tweet-date,tweet-interact-reply,tweet-interact-retweet,tweet-interact-favorite,tweet-interact-more-menu-follow,tweet-interact-more-menu-block,tweet-interact-more-menu-mute-user,tweet-self-thread-button,tweet-self-thread-button href,emoji src,
https://twitter.com/aimiemustafa,https://pbs.twimg.com/profile_images/1707941705260154880/vZ-kx890_bigger.jpg,aimie,@aimiemustafa,January 6,https://twitter.com/aimiemustafa/status/1611280734756691968,View translation,,,,"tp bila dah confirm syamsul tu poligami, inilah masanya puteri sarah tu filekan n kikis habis habisan harta sepencarian, nafkah semua. latest movie dia mat kilau juta2 kan income? auto kaya beb! kalau aku takyah giliran bermalam pun tak kisah! amiklah sisa sampah aku tu. hahaha!",16:37 - 6 Jan 2023 ___Twitter for iPhone,0,2,9,Follow @aimiemustafa,Block @aimiemustafa,Mute @aimiemustafa,,,,
https://twitter.com/ooomli,https://pbs.twimg.com/profile_images/1723007036160720896/Ts40LHTf_bigger.jpg,ooomli,@ooomli,January 6,https://twitter.com/ooomli/status/1611199344958672897,View translation,Replying to  and,@TheFuturizts,https://twitter.com/TheFuturizts,Babi betul admin.Takde langsung semangat mat kilau.Penat je sol buat movie tu,11:13 - 6 Jan 2023 ___Tweetbot for i_S,0,0,0,Follow @ooomli,Block @ooomli,Mute @ooomli,Show thread,https://twitter.com/aimxnziyxdi/status/1611198636125454336,,
https://twitter.com/iamkiripit,https://pbs.twimg.com/profile_images/1608657891250298880/xu1DBlxA_bigger.jpg,Kiripit,@iamkiripit,January 2,https://twitter.com/iamkiripit/status/1609763998928613377,,,,,"12. Dragon Ball Super
13. The Assistant
14. Mat Kilau
15. Batman (2022)
16. Air Force Movie",12:10 - 2 Jan 2023 ___Twitter for iPhone,0,0,0,Follow @iamkiripit,Block @iamkiripit,Mute @iamkiripit,Show thread,https://twitter.com/iamkiripit/status/1609763993396346880,,
https://twitter.com/facelesspectre,https://pbs.twimg.com/profile_images/1656076482358423552/dQb-bCBx_bigger.jpg,Hardy Awunk,@facelesspectre,"December 31, 2022",https://twitter.com/facelesspectre/status/1609106810086248454,View translation,Replying to  and,@DanBGunners,https://twitter.com/DanBGunners,"Sanjung movie mat kilau macam orang kulit hitam sanjung black panther, tapi last-last dok simp dekat mat salleh jugak",16:38 - 31 Dec 2022 ___Twitter for Android,1,2,8,Follow @facelesspectre,Block @facelesspectre,Mute @facelesspectre,Show thread,https://twitter.com/DanBGunners/status/1609090104987090944,,
https://twitter.com/djayger,https://pbs.twimg.com/profile_images/1276688293732577282/AD2zZN7Z_bigger.jpg,UJI-K_J_Y,@djayger,"December 31, 2022",https://twitter.com/djayger/status/1609087056017489920,,,,,"My bottom 3 movies of 2022:
1. Thor: Love & Thunder
2. Mat Kilau
3. Black Adam",15:20 - 31 Dec 2022 ___Twitter for iPhone,0,0,3,Follow @djayger,Block @djayger,Mute @djayger,Show thread,https://twitter.com/djayger/status/1609087052846616577,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f2-1f1fe.png,
https://twitter.com/LLulabyi,https://pbs.twimg.com/profile_images/1701963737505116160/UZyqI2Kd_bigger.jpg,__ pala barbie,@LLulabyi,"December 31, 2022",https://twitter.com/LLulabyi/status/1609027202842259456,View translation,Replying to  and,@jolobo15,https://twitter.com/jolobo15,"setakat upin ipin mana bagi huge influnce sgt, lain la kalau your movies, drama or songs etc boleh hype terus dkt sini tu baru bagi big influece. ni mat kilau yg hype betul dkt sana pun dkt sini xde sapa tengok. apatah lagi movie lain. mana laku",11:22 - 31 Dec 2022 ___Twitter Web App,0,0,0,Follow @LLulabyi,Block @LLulabyi,Mute @LLulabyi,Show thread,https://twitter.com/jolobo15/status/1608919375607910400,,
https://twitter.com/LLulabyi,https://pbs.twimg.com/profile_images/1701963737505116160/UZyqI2Kd_bigger.jpg,__ pala barbie,@LLulabyi,"December 31, 2022",https://twitter.com/LLulabyi/status/1609026354288427010,View translation,Replying to  and,@niqiysa16,https://twitter.com/niqiysa16,"""ada je"" tak bermaksud ramai kak :)
yg upin ipin, boboiboy tu okelah accepted, tp yg lain i doubt lah
tak ballance kalau awak try to compare dengan influences daripada sinetron, movies, songs etc from indo
mat kilau hype kat Msia je tak laku dkt sini apatah lagi film lain hahaha",11:19 - 31 Dec 2022 ___Twitter Web App,1,1,3,Follow @LLulabyi,Block @LLulabyi,Mute @LLulabyi,Show thread,https://twitter.com/niqiysa16/status/1608842546859642881,,
https://twitter.com/hotbitch_89,https://pbs.twimg.com/profile_images/1310205669551697920/tfLKgsEJ_bigger.jpg,no-peepee abortion lover mr li goreng,@hotbitch_89,"December 30, 2022",https://twitter.com/hotbitch_89/status/1608715574456258560,,,,,"yea they should instead have a ringkasan where u vouch for uh, top gun remake as a good movie over mat kilau and call prc human beings bio bombs in a climate of mounting sinophobia lol",14:44 - 30 Dec 2022 ___Twitter Web App,1,0,0,Follow @hotbitch_89,Block @hotbitch_89,Mute @hotbitch_89,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f3f4.png,
https://twitter.com/datukhensem,https://pbs.twimg.com/profile_images/1410783422897811463/SSVTjNu7_bigger.jpg,Datuk Jahat Hensem,@datukhensem,"December 29, 2022",https://twitter.com/datukhensem/status/1608326863759495169,View translation,,,,Aku rasa Didi And Friends the movie akan kalahkan mat kilau ni. Hahaha hora horey,12:59 - 29 Dec 2022 ___Twitter for Android,0,1,7,Follow @datukhensem,Block @datukhensem,Mute @datukhensem,,,,
https://twitter.com/liyaazharr,https://pbs.twimg.com/profile_images/1723320629221621760/xk7vCfrZ_bigger.jpg,_,@liyaazharr,"December 27, 2022",https://twitter.com/liyaazharr/status/1607751259804823553,,,,,"Baru lepas tgk movie J2: J Retribusi. Best,good storyline and action. Good quality for Malaysia standard. Much better than Mat Kilau.",22:52 - 27 Dec 2022 ___Twitter for iPhone,0,0,0,Follow @liyaazharr,Block @liyaazharr,Mute @liyaazharr,,,,
https://twitter.com/BEOMGYUN1VERSE,https://pbs.twimg.com/profile_images/1715977752636272640/6Z11rdq-_bigger.jpg,fit,@BEOMGYUN1VERSE,"December 27, 2022",https://twitter.com/BEOMGYUN1VERSE/status/1607690539293605888,,Replying to,@St4rSha,https://twitter.com/St4rSha,"1. Jjk movie
2. Bungou stray dogs: dead apple
3. mat kilau 
4. Air force
5.idk",18:51 - 27 Dec 2022 ___Twitter Web App,0,0,1,Follow @BEOMGYUN1VERSE,Block @BEOMGYUN1VERSE,Mute @BEOMGYUN1VERSE,Show thread,https://twitter.com/shaniestar/status/1607663223062548480,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/2049.png,
https://twitter.com/shinorich99,https://pbs.twimg.com/profile_images/1525500342535720960/ywedx5WX_bigger.jpg,Jeno’s rich trophy wife,@shinorich99,"December 27, 2022",https://twitter.com/shinorich99/status/1607415594370097152,,,,,"first time tgk Mat Kilau. 3 minutes in and I’m already sakit hati. Yes it’s fictional movie, but using indonesian as org bawahan British is so fucking funny lol",00:38 - 27 Dec 2022 ___Twitter Web App,1,0,0,Follow @shinorich99,Block @shinorich99,Mute @shinorich99,,,,
https://twitter.com/lCiptal,https://pbs.twimg.com/profile_images/1504951656425070592/lN1LWeKT_bigger.jpg,Cipta,@lCiptal,"December 26, 2022",https://twitter.com/lCiptal/status/1607348736585535488,View translation,,,,"Tak pelik pun ada orang kata konsert comeback yang kena sidai 30 minit tu best. 

Ada puak tu siap cakap Mat Kilau the best Malaysia Movie. 

Gila.",20:12 - 26 Dec 2022 ___Twitter for iPhone,0,0,0,Follow @lCiptal,Block @lCiptal,Mute @lCiptal,,,,
https://twitter.com/yassified_dilf,https://pbs.twimg.com/profile_images/1723194060771663872/w1yoMzf-_bigger.jpg,aqif,@yassified_dilf,"December 23, 2022",https://twitter.com/yassified_dilf/status/1606171821300011009,,,,,also just remembered this was the very last movie i’ve watched in the cinema before mat kilau lol,14:16 - 23 Dec 2022 ___Twitter for Android,0,0,0,Follow @yassified_dilf,Block @yassified_dilf,Mute @yassified_dilf,Show thread,https://twitter.com/yassified_dilf/status/1606171818846568449,,
https://twitter.com/zh1706,https://pbs.twimg.com/profile_images/1706224387710693376/fueOxoq5_bigger.jpg,ab,@zh1706,"December 23, 2022",https://twitter.com/zh1706/status/1605998705122824193,View translation,,,,"Aku langsung tak suka tengok movie mat kilau, mcm dengar ceramah...but hey..lantak pi lah orang nak buat movie apa pun asal kan audience dia ada and they making profit..banyak lagi film mat salleh yang entah apa2 dan tak masuk akal pun still lantak dia orang lah",02:48 - 23 Dec 2022 ___Twitter for Android,0,0,0,Follow @zh1706,Block @zh1706,Mute @zh1706,,,,
https://twitter.com/sryanhust,https://pbs.twimg.com/profile_images/1700886812590473216/uX4olh4-_bigger.jpg,jeki,@sryanhust,"December 22, 2022",https://twitter.com/sryanhust/status/1605913198799921154,View translation,Replying to,@SyauqZ,https://twitter.com/SyauqZ,"Oh tu tak dikira cam movie gak eh. Last movie aku tengok mat kilau. So aku kena ckp macamni la kan “mat, awal bangun harini mat. Morning mat” haha",21:08 - 22 Dec 2022 ___Twitter for iPhone,1,0,1,Follow @sryanhust,Block @sryanhust,Mute @sryanhust,Show thread,https://twitter.com/SyauqZ/status/1603446105362292736,,
https://twitter.com/PittKF,https://pbs.twimg.com/profile_images/1718206525217660928/Jk73NwGv_bigger.jpg,Angry Capybara,@PittKF,"December 21, 2022",https://twitter.com/PittKF/status/1605460486044020736,View translation,,,,"Masih belum tonton Mat Kilau.
Panas hati dgn costume dan niat sebenar movie tu diterbitkan rasanya takkan hilang.

Silap2 mmg aku tak tgk sampai bila2.",15:09 - 21 Dec 2022 ___Twitter for Android,0,0,0,Follow @PittKF,Block @PittKF,Mute @PittKF,,,,
https://twitter.com/thekwezijojo,https://pbs.twimg.com/profile_images/1682817456971333632/yQ4iEgf5_bigger.jpg,J O J O,@thekwezijojo,"December 20, 2022",https://twitter.com/thekwezijojo/status/1605191137899479040,View translation,,,,Cte air force the movie selagi bernyawa ni wayy better than mat kilau yg overhyped tu,21:19 - 20 Dec 2022 ___Twitter for Android,0,0,0,Follow @thekwezijojo,Block @thekwezijojo,Mute @thekwezijojo,,,,
https://twitter.com/royszawa,https://pbs.twimg.com/profile_images/1676087168492781568/dkbjRs01_bigger.jpg,Z___ _P_I___,@royszawa,"December 19, 2022",https://twitter.com/royszawa/status/1604848543025332224,,,,,"Gotta list all of my favourite movies of 2022 so far:

1) MechaMato Movie
2) Minions: The Rise of Gru
3) Beavis and Butthead Do The Universe
4) Mat Kilau
5) Turning Red",22:38 - 19 Dec 2022 ___Twitter for Android,0,0,1,Follow @royszawa,Block @royszawa,Mute @royszawa,,,,
https://twitter.com/imford_,https://pbs.twimg.com/profile_images/1531985358397001730/CzDFPfsl_bigger.jpg,Rin Itopod,@imford_,"December 19, 2022",https://twitter.com/imford_/status/1604699128033730561,View translation,Replying to,@fah1mazzaW,https://twitter.com/fah1mazzaW,Tukang rakam ni kerja movie mat kilau ke sial,12:44 - 19 Dec 2022 ___Twitter for iPhone,1,1,1,Follow @imford_,Block @imford_,Mute @imford_,Show thread,https://twitter.com/fah1mazzaW/status/1604698521541652480,,
https://twitter.com/yourmomfdw,https://pbs.twimg.com/profile_images/1530059474794229760/dwkTQk82_bigger.jpg,yourmomfromdarkweb,@yourmomfdw,"December 19, 2022",https://twitter.com/yourmomfdw/status/1604534620694802432,,Replying to  and,@ISLAHAFIFI_,https://twitter.com/ISLAHAFIFI_,"movie mat kilau quality memang totally out dan hauk, baik dari segi sound mahupun kerja kamera dua dua out, best sebab it’s a historical movie je other than that hmm",01:50 - 19 Dec 2022 ___Twitter for iPhone,0,0,3,Follow @yourmomfdw,Block @yourmomfdw,Mute @yourmomfdw,Show thread,https://twitter.com/ISLAHAFIFI_/status/1604167293541699589,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1ee-1f1f3.png,
https://twitter.com/RYUUr3NN,https://pbs.twimg.com/profile_images/1655466941920985090/9TkEX5fL_bigger.jpg,ryuu  || currently dying,@RYUUr3NN,"December 18, 2022",https://twitter.com/RYUUr3NN/status/1604347354274205696,,Replying to,@ileavyou,https://twitter.com/ileavyou,he’s been a flop the mat kilau movie was not even a good representation,13:26 - 18 Dec 2022 ___Twitter for Android,1,0,0,Follow @RYUUr3NN,Block @RYUUr3NN,Mute @RYUUr3NN,Show thread,https://twitter.com/ileavyou/status/1604327876534206465,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f9db.png,
https://twitter.com/j3llybean__,https://pbs.twimg.com/profile_images/1674634989236002817/JgDjfXgF_bigger.jpg,sb  is streaming vampire,@j3llybean__,"December 18, 2022",https://twitter.com/j3llybean__/status/1604293926927884288,,Replying to,@DanishAfiq0320,https://twitter.com/DanishAfiq0320,Literally why me and my mom boycotts all of his movies including munafik and mat kilau lol,09:54 - 18 Dec 2022 ___Twitter for iPhone,1,0,1,Follow @j3llybean__,Block @j3llybean__,Mute @j3llybean__,Show thread,https://twitter.com/DanishAfiq0320/status/1604291996981465088,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/2728.png,
https://twitter.com/ISLAHAFIFI_,https://pbs.twimg.com/profile_images/1581554371535712256/v93E57Pf_bigger.jpg,Islah_,@ISLAHAFIFI_,"December 18, 2022",https://twitter.com/ISLAHAFIFI_/status/1604167293541699589,View translation,Replying to,@AfiqShari,https://twitter.com/AfiqShari,"Nanti kalau masuk netflix, mulalah yang terpaling mat saleh comment, alah biasa ja movie ni bla bla bla, macam movie mat kilau haritu",01:31 - 18 Dec 2022 ___Twitter for iPhone,1,1,28,Follow @ISLAHAFIFI_,Block @ISLAHAFIFI_,Mute @ISLAHAFIFI_,Show thread,https://twitter.com/AfiqShari/status/1603975031859863552,,
https://twitter.com/maaiaaliah,https://pbs.twimg.com/profile_images/1468548030546661378/6gVrSMs8_bigger.jpg,Maizatul Aliah,@maaiaaliah,"December 18, 2022",https://twitter.com/maaiaaliah/status/1604154921104068608,View translation,,,,Haritu baru tengok Qodrat. Best gak walaupun dah tahu jalan cerita sbb macam copy paste cerita Munafik tapi ok laa. Indon punya movie makin menarik sekarang. Yang penting kamera tak gegau macam mat kilau. Eh hahahah,00:41 - 18 Dec 2022 ___Twitter for Android,0,0,0,Follow @maaiaaliah,Block @maaiaaliah,Mute @maaiaaliah,Show thread,https://twitter.com/maaiaaliah/status/1604153392523509760,,
https://twitter.com/anisolero,https://pbs.twimg.com/profile_images/1448936858809880578/Y6FaJHrL_bigger.jpg,,@anisolero,"December 17, 2022",https://twitter.com/anisolero/status/1604132261095698432,View translation,,,,aku dah agak tak boleh nak elaborate bnyak movie mat kilau,23:11 - 17 Dec 2022 ___Twitter for iPhone,1,0,0,Follow @anisolero,Block @anisolero,Mute @anisolero,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f34a.png,
https://twitter.com/Kevin_dawn1,https://pbs.twimg.com/profile_images/1255757262250930178/LLNazVWK_bigger.jpg,Mr.K,@Kevin_dawn1,"December 15, 2022",https://twitter.com/Kevin_dawn1/status/1603370061049176067,View translation,Replying to,@zhafvlog,https://twitter.com/zhafvlog,"Masa mat kilau pun opposite sikit, tak ada movie dari luar. So easy win juga. Tak boleh asyik tak nak opponent dari luar.",20:43 - 15 Dec 2022 ___Twitter for Android,0,0,5,Follow @Kevin_dawn1,Block @Kevin_dawn1,Mute @Kevin_dawn1,Show thread,https://twitter.com/zhafvlog/status/1603238287262777345,,
https://twitter.com/coolkasbatusial,https://pbs.twimg.com/profile_images/1675974915277852672/5SeyNSbY_bigger.jpg,,@coolkasbatusial,"December 15, 2022",https://twitter.com/coolkasbatusial/status/1603338931629498369,View translation,Replying to  and,@K95Akmal,https://twitter.com/K95Akmal,Tak ada keturunan meleis dajjal di pemerintahan indon btw musik meleis di spotify indon juga kapan masuk top 50????? Kapan movie meleis melaju maju? Movie mat kilau mcm kontroveris wkwk  itupun paling 1 doang dan cringeyyyyyy,18:39 - 15 Dec 2022 ___Twitter for Android,1,0,0,Follow @coolkasbatusial,Block @coolkasbatusial,Mute @coolkasbatusial,Show thread,https://twitter.com/K95Akmal/status/1603337007937122304,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f349.png,
https://twitter.com/mujaheeddd,https://pbs.twimg.com/profile_images/1595756033653477376/96AFn5_m_bigger.jpg,A. Mujaheed,@mujaheeddd,"December 14, 2022",https://twitter.com/mujaheeddd/status/1602930797660758016,View translation,,,,Pahal movie mechamato ni tk dpt vibes mcm mat kilau. come on sokong animation local yg gempak!,15:37 - 14 Dec 2022 ___Twitter Web App,0,0,0,Follow @mujaheeddd,Block @mujaheeddd,Mute @mujaheeddd,,,,
https://twitter.com/nabighah17,https://pbs.twimg.com/profile_images/1708491186569400320/XIw6evDT_bigger.jpg,nabighah,@nabighah17,"December 14, 2022",https://twitter.com/nabighah17/status/1602819701653970944,View translation,,,,Xde orang ke nak buat review movie mechamato.. mat kilau kemain kau kupas mcm bawang. Kammon laaa kamonnn laaaa,08:16 - 14 Dec 2022 ___Twitter for iPhone,0,0,0,Follow @nabighah17,Block @nabighah17,Mute @nabighah17,,,,
https://twitter.com/amirashukor,https://pbs.twimg.com/profile_images/1719675274391121920/MXqOaHZz_bigger.jpg,_,@amirashukor,"December 14, 2022",https://twitter.com/amirashukor/status/1602778796025085952,View translation,Replying to,@SabrinaAqlh_,https://twitter.com/SabrinaAqlh_,"Pegiweiii.. dia macammm hebadlah malaysia boleh buat animation details macam tu. Plot biasa jaa.. sbb dia macam cubit marvel sikit, dc sikit, kingsman sikit, mat kilau sikit. Yg jenih tengok ni, terus boleh spot lah ni scene dari movie niee.. liddat.",05:33 - 14 Dec 2022 ___Twitter for iPhone,0,0,0,Follow @amirashukor,Block @amirashukor,Mute @amirashukor,Show thread,https://twitter.com/SabrinaAqlh_/status/1602653319570149376,,
https://twitter.com/nadzmi_nami,https://pbs.twimg.com/profile_images/1631128736128204804/JrilEfka_bigger.jpg,Sarwono,@nadzmi_nami,"December 14, 2022",https://twitter.com/nadzmi_nami/status/1602703430514282496,View translation,,,,Tak pernah nak setuju pun dgn rating mamat terpaling review movie tu. Mat kilau tu terang2 sampah. A movie yang tak worth it utk kau tengok banyak kali. Somehow dia still panas dgn org yg tak setuju dgn dia,00:34 - 14 Dec 2022 ___Twitter for iPhone,0,0,0,Follow @nadzmi_nami,Block @nadzmi_nami,Mute @nadzmi_nami,,,,
https://twitter.com/NurNilamSariAw,https://pbs.twimg.com/profile_images/1679849845513945088/QT2ptIkI_bigger.jpg,CAPIKUAD!!,@NurNilamSariAw,"December 13, 2022",https://twitter.com/NurNilamSariAw/status/1602559721050759168,View translation,Replying to  and,@FahmiKhairull,https://twitter.com/FahmiKhairull,biasalah bang terpengaruh movie mat kilau. tu yang dia banggakan sangat,15:03 - 13 Dec 2022 ___Twitter for Android,0,0,19,Follow @NurNilamSariAw,Block @NurNilamSariAw,Mute @NurNilamSariAw,Show thread,https://twitter.com/FahmiKhairull/status/1602472357356093441,,
https://twitter.com/parajamaludin,https://pbs.twimg.com/profile_images/1615908298888458241/dncnsQjd_bigger.jpg,Para Jamaludin,@parajamaludin,"December 13, 2022",https://twitter.com/parajamaludin/status/1602485486723141635,,,,,Mat Kilau bukanlah movie IQ rendah. Cuma.. (isi tempat kosong).,10:08 - 13 Dec 2022 ___Twitter for iPhone,0,0,1,Follow @parajamaludin,Block @parajamaludin,Mute @parajamaludin,,,https://cdn.jsdelivr.net/gh/twitter/twemoji@14.0.2/assets/72x72/1f1f2-1f1fe.png,
https://twitter.com/shaft_max,https://pbs.twimg.com/profile_images/1718061652665577472/BTACWn3w_bigger.jpg,Shaft_Farizal #FreePalestine,@shaft_max,"December 13, 2022",https://twitter.com/shaft_max/status/1602368487439339520,,,,,Ajak tgk Mechamato tapi ungkit situasi movie Mat Kilau. Dan datanglah tweet2 fans dan haters condemn taste masing2 dan sumpah menyumpah.,02:23 - 13 Dec 2022 ___Twitter for Android,0,0,0,Follow @shaft_max,Block @shaft_max,Mute @shaft_max,,,,
https://twitter.com/ImBangCah,https://pbs.twimg.com/profile_images/1454049778229145607/eCcH1w2I_bigger.jpg,MYMM,@ImBangCah,"December 13, 2022",https://twitter.com/ImBangCah/status/1602360432743788544,View translation,Replying to,@Ahnali_,https://twitter.com/Ahnali_,"Bulan 8?? Allahu bukan ke mass tu kita di era Parti terpaling melayu islam mat kilau movie terbaik sampai rakyat Kelantan tonton di Terengganu?

Kalau masa tu yang kena tamatkan khidmat tu pemain wushu tak pe lah kot",01:51 - 13 Dec 2022 ___Twitter for iPhone,0,3,6,Follow @ImBangCah,Block @ImBangCah,Mute @ImBangCah,Show thread,https://twitter.com/Ahnali_/status/1602271803308617729,,
https://twitter.com/hafizrein,https://pbs.twimg.com/profile_images/1256495516566695936/3otl2rjR_bigger.jpg,Panda(i),@hafizrein,"December 13, 2022",https://twitter.com/hafizrein/status/1602348801788088320,View translation,,,,"Sebenarnya tak payah tunggu pun ""movie reviewer"" review movie untuk korang tengok satu cerita tu. Reviewer ada bias diorang sendiri. Movie rating actually personal untuk raters. Apa yang orang tu suka tak semestinya kau suka. Tapi Mat Kilau memang tak best (i’ve never watched it)",01:04 - 13 Dec 2022 ___Twitter for Android,0,0,0,Follow @hafizrein,Block @hafizrein,Mute @hafizrein,,,,
https://twitter.com/sckxbstrd,https://pbs.twimg.com/profile_images/1703679705776578560/TeTtyuur_bigger.jpg,.,@sckxbstrd,"December 13, 2022",https://twitter.com/sckxbstrd/status/1602342207830503424,View translation,Replying to,@zazikjan,https://twitter.com/zazikjan,"Tapi tu review dia, so ikut suka dia lah nak cakap apa pasal movie tu. Macam aku tengok mat kilau pun takdelah setuju sangat si zhaf tu tapi at the end pendapat masing masing so terima jalah dia nak cakap mat kilau 5 bintang pun.",00:38 - 13 Dec 2022 ___Twitter for Android,1,0,0,Follow @sckxbstrd,Block @sckxbstrd,Mute @sckxbstrd,Show thread,https://twitter.com/zazikjan/status/1602324923825131521,,
https://twitter.com/shaft_max,https://pbs.twimg.com/profile_images/1718061652665577472/BTACWn3w_bigger.jpg,Shaft_Farizal #FreePalestine,@shaft_max,"December 13, 2022",https://twitter.com/shaft_max/status/1602337955695464448,,Replying to,@zhafvlog,https://twitter.com/zhafvlog,Yes tapi situasi dua movie ni agak lain. Mat Kilau viral sbb ada kait sejarah maka ramai bijak pandai amik port sebab byk boleh bincang (juga sebab SY). Mechamato tak banyak benda nak bincang untuk viral mcm MK selain ia produk Monsta yg berjaya ngan BBB.,00:21 - 13 Dec 2022 ___Twitter for Android,2,0,0,Follow @shaft_max,Block @shaft_max,Mute @shaft_max,Show thread,https://twitter.com/zhafvlog/status/1602328231549407232,,
https://twitter.com/q_yuumm,https://pbs.twimg.com/profile_images/1617045953248391168/ICV7XJtC_bigger.jpg,____,@q_yuumm,"December 13, 2022",https://twitter.com/q_yuumm/status/1602334845036027904,View translation,,,,"apa gaduh2 pasal movie ni,terima je la mat kilau tu mid movie bukan susah pun",00:09 - 13 Dec 2022 ___Twitter for Android,1,0,0,Follow @q_yuumm,Block @q_yuumm,Mute @q_yuumm,,,,
https://twitter.com/H4NIEYEYE,https://pbs.twimg.com/profile_images/1714974071619010561/1_Q__3rP_bigger.jpg,suji,@H4NIEYEYE,"December 12, 2022",https://twitter.com/H4NIEYEYE/status/1602330672290762752,View translation,,,,Kedai i ni berapa kali dah pasang movie Mat Kilau  customer lain2 suruh lasang  i jer tak tgok lagi.,23:52 - 12 Dec 2022 ___Twitter for Android,0,0,0,Follow @H4NIEYEYE,Block @H4NIEYEYE,Mute @H4NIEYEYE,,,,
https://twitter.com/wafiyqqqq,https://pbs.twimg.com/profile_images/1584919210719072256/l09iTEr7_bigger.jpg,wafiyyyyy,@wafiyqqqq,"December 12, 2022",https://twitter.com/wafiyqqqq/status/1602308847603183617,View translation,Replying to,@zhafvlog,https://twitter.com/zhafvlog,Bila dah mention 2 movie kenapa satu movie orang bising dan satu movie orang tak bising. Itu dah dikira perbandingan. Kena realistik juga sebelum bandingkan elemen yg ada dalam movie. Mat Kilau movie fiksyen sejarah dan Mechamato dah memang movie animasi,22:26 - 12 Dec 2022 ___Twitter for iPhone,1,0,1,Follow @wafiyqqqq,Block @wafiyqqqq,Mute @wafiyqqqq,Show thread,https://twitter.com/zhafvlog/status/1602307432595992579,,
https://twitter.com/MonerJay,https://pbs.twimg.com/profile_images/1485576572732309504/A4wm-KJG_bigger.jpg,Jay Moner,@MonerJay,"December 12, 2022",https://twitter.com/MonerJay/status/1602249719618867200,View translation,,,,"“Hawa suka Subjek Sejarah lepas tengok Movie Mat Kilau”..
“Hajar suka Sejarah lepas mama cerita kisah  sejak tahun 80an”

Camner nak bagi anak2 suka Math pulak ?",18:31 - 12 Dec 2022 ___Twitter for iPhone,0,0,0,Follow @MonerJay,Block @MonerJay,Mute @MonerJay,,,,
https://twitter.com/stfpc,https://pbs.twimg.com/profile_images/1652859493318037504/xZ5PlWlG_bigger.jpg,kau siapa?,@stfpc,"December 11, 2022",https://twitter.com/stfpc/status/1601839838810234883,View translation,Replying to,@MuhdFirdausAR,https://twitter.com/MuhdFirdausAR,"Kalau nak lawan mat kilau kena bawa rombongan sekolah lah haha. Mat kilau dapat kutipan banyak sebab ramai rombongan yang datanglah. 

Harap ejen ali movie 2 nanti boleh lebih daripada rm50 juta.",15:22 - 11 Dec 2022 ___Twitter for Android,1,0,0,Follow @stfpc,Block @stfpc,Mute @stfpc,Show thread,https://twitter.com/MuhdFirdausAR/status/1601835960311762944,,
https://twitter.com/RasidiSaad,https://pbs.twimg.com/profile_images/1398587262112210946/45bofYKY_bigger.jpg,RasidiSaad,@RasidiSaad,"December 10, 2022",https://twitter.com/RasidiSaad/status/1601560201626193920,View translation,,,,the movie is the MUST WATCH movie in 2022. Serius tak tipu. Orang dewasa pun gelak dalam wayang. Tolong kalahkah Mat Kilau guys. !,20:51 - 10 Dec 2022 ___Twitter for Android,1,0,0,Follow @RasidiSaad,Block @RasidiSaad,Mute @RasidiSaad,,,,
https://twitter.com/kucenkwangi,https://pbs.twimg.com/profile_images/1531726063625072640/l1Jjm7RQ_bigger.jpg,V,@kucenkwangi,"December 9, 2022",https://twitter.com/kucenkwangi/status/1600988985706225664,,,,,i know some fans kept saying its fictional and not meant to be historically accurate THEN WHY EVEN MAKE A MAT KILAU MOVIE,07:01 - 9 Dec 2022 ___Twitter for Android,0,0,0,Follow @kucenkwangi,Block @kucenkwangi,Mute @kucenkwangi,Show thread,https://twitter.com/kucenkwangi/status/1600988983873662978,,
https://twitter.com/zoromatsu_san,https://pbs.twimg.com/profile_images/1305584726279770112/WBAQuO9s_bigger.jpg,•_ ___•,@zoromatsu_san,"December 8, 2022",https://twitter.com/zoromatsu_san/status/1600843078998183937,View translation,,,,"Mano yang terpaling pejuang ""support local"" time mat kilau haritu kalau tak pi tengok mechamato movie ni aku tarik bulu ari korang",21:21 - 8 Dec 2022 ___Twitter for Android,0,0,2,Follow @zoromatsu_san,Block @zoromatsu_san,Mute @zoromatsu_san,,,,
